#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1403637130498319000,-0.032114058236695664,0.05445427266222308,0.07749261878854824,9.447072833333333,-0.9398039583333333,-2.4516625
1403637130503319000,-0.017453292519943295,0.04328416544945937,0.06632251157578452,9.250939833333334,-1.1359369583333332,-2.4108014583333333
1403637130508319000,0.003490658503988659,0.033510321638291124,0.05375614096142535,9.16921775,-1.1849702083333333,-2.4434902916666665
1403637130513319000,0.019547687622336492,0.017453292519943295,0.05026548245743669,9.144701125,-1.0296982499999998,-2.435318083333333
1403637130518319000,0.029321531433504733,0.004886921905584123,0.056548667764616284,9.226423208333333,-0.7436709583333333,-2.4925235416666665
1403637130523319000,0.025132741228718346,0.0006981317007977319,0.06492624817418906,9.487933875,-0.4494714583333333,-2.459834708333333
1403637130528319000,0.0027925268031909274,0.004886921905584123,0.07539822368615504,9.422556208333333,-0.3350605416666666,-2.3944570416666666
1403637130533319000,-0.017453292519943295,0.0013962634015954637,0.09215338450530061,9.46341725,-0.43312704166666666,-2.4189736666666666
1403637130538319000,-0.030019663134302467,0.014660765716752367,0.10262536001726656,9.586000375,-0.661948875,-2.3862848333333333
1403637130543319000,-0.0307177948351002,0.025132741228718346,0.11519173063162574,9.635033625,-0.8417374583333332,-2.3535959999999996
1403637130548319000,-0.02024581932313422,0.03630284844148206,0.11309733552923257,9.659550249999999,-0.9970094166666666,-2.4108014583333333
1403637130553319000,-0.0006981317007977319,0.04258603374866164,0.1075122819228507,9.577828166666666,-1.0133538333333332,-2.3045627499999997
1403637130558319000,0.017453292519943295,0.03700098014227979,0.08936085770210968,9.316317499999998,-0.8662540833333333,-2.2718739166666664
1403637130563319000,0.029321531433504733,0.0153588974175501,0.07051130178057091,9.332661916666666,-0.6782932916666666,-2.3699404166666667
1403637130568319000,0.030019663134302467,0.020943951023931952,0.06422811647339133,9.422556208333333,-0.4739880833333333,-2.476179125
1403637130573319000,0.017453292519943295,0.014660765716752367,0.07051130178057091,9.414383999999998,-0.220649625,-2.6151066666666667
1403637130578319000,-0.0020943951023931952,0.01884955592153876,0.07539822368615504,9.520622708333333,-0.14709974999999997,-2.6477955
1403637130583319000,-0.020943951023931952,0.021642082724729686,0.0879645943005142,9.340834124999999,-0.2778550833333333,-2.59876225
1403637130588319000,-0.0307177948351002,0.02024581932313422,0.08656833089891874,9.389867375,-0.6782932916666666,-2.549729
1403637130593319000,-0.02722713633111154,0.02234021442552742,0.07749261878854824,9.430728416666666,-0.9724927916666666,-2.582417833333333
1403637130598319000,-0.004886921905584123,0.024434609527920613,0.06911503837897544,9.389867375,-1.0869037083333333,-2.557901208333333
1403637130603319000,0.012566370614359173,0.01884955592153876,0.06911503837897544,9.316317499999998,-1.103248125,-2.459834708333333
1403637130608319000,0.030019663134302467,0.016057029118347832,0.07120943348136866,9.389867375,-0.8580818749999999,-2.4680069166666665
1403637130613319000,0.03560471674068433,0.0013962634015954637,0.08237954069413235,9.210078791666666,-0.7273265416666667,-2.3209071666666663
1403637130618319000,0.02583087292951608,-0.006283185307179587,0.08307767239493008,9.381695166666667,-0.6782932916666666,-2.280046125
1403637130623319000,0.025132741228718346,-0.009773843811168246,0.08377580409572781,9.536967125,-0.73549875,-2.1656352083333332
1403637130628319000,0.02583087292951608,-0.01117010721276371,0.07260569688296412,9.814822208333332,-0.563882375,-2.214668458333333
1403637130633319000,0.024434609527920613,0.0041887902047863905,0.07819075048934597,9.782133375,-0.4739880833333333,-2.157463
1403637130638319000,0.016057029118347832,0.009075712110370514,0.06562437987498679,9.724927916666667,-0.34323275000000003,-2.2718739166666664
1403637130643319000,0.004966385662555695,0.026554664596915245,0.04858968406915665,9.551281929016113,-0.45603227615356445,-2.3290512561798096
1403637130648319000,-0.0055570825934410095,0.03842339664697647,0.026893172413110733,9.403974533081055,-0.45606324076652527,-2.5557827949523926
1403637130653319000,-0.008933782577514648,0.038351237773895264,0.039413854479789734,9.380475044250488,-0.3494226932525635,-2.7845914363861084
1403637130658319000,-0.012242399156093597,0.04736228287220001,0.06105334684252739,9.577171325683594,-0.284657746553421,-2.9977216720581055
1403637130663319000,-0.017784330993890762,0.056341081857681274,0.07703078538179398,9.356833457946777,-0.3086645305156708,-2.99765682220459
1403637130668319000,-0.032403379678726196,0.05424945056438446,0.07205730676651001,9.250720977783203,-0.3322019875049591,-2.915757179260254
1403637130673319000,-0.04986032098531723,0.04307284951210022,0.05955839529633522,8.997513771057129,-0.5755272507667542,-2.8409290313720703
1403637130678319000,-0.049931854009628296,0.02771606482565403,0.04784249886870384,8.996668815612793,-0.7214866876602173,-2.7589285373687744
1403637130683319000,-0.04642132669687271,0.010118944570422173,0.06884649395942688,8.956002235412598,-0.7782675623893738,-2.644625425338745
1403637130688319000,-0.04288753122091293,-0.00112178735435009,0.08894277364015579,9.233936309814453,-0.8199568390846252,-2.5226361751556396
1403637130693319000,-0.03578469157218933,-0.010766902938485146,0.09860602021217346,9.395953178405762,-1.1568390130996704,-2.2623491287231445
1403637130698319000,-0.02294347807765007,-0.010122103616595268,0.09034614264965057,9.605899810791016,-1.4876435995101929,-1.9394302368164062
1403637130703319000,0.006734311580657959,-0.01358029805123806,0.08135686814785004,9.521554946899414,-1.7031172513961792,-1.6889982223510742
1403637130708319000,0.04887310415506363,-0.012032190337777138,0.07509198039770126,9.794108390808105,-1.318855881690979,-1.884164810180664
1403637130713319000,0.06020096689462662,0.004878636449575424,0.09101777523756027,9.928268432617188,-0.47479796409606934,-2.184305191040039
1403637130718319000,0.041309453547000885,0.034191228449344635,0.10751277953386307,10.019383430480957,0.22750148177146912,-2.5190622806549072
1403637130723319000,-0.00533757358789444,0.06905429065227509,0.12555724382400513,9.783175468444824,0.30202028155326843,-2.6488089561462402
1403637130728319000,-0.04032433032989502,0.08183510601520538,0.12002913653850555,9.578786849975586,-0.16256742179393768,-2.613905668258667
1403637130733319000,-0.0422850027680397,0.07431349158287048,0.11089494824409485,9.111971855163574,-0.9474595785140991,-2.440014600753784
1403637130738319000,-0.012905225157737732,0.054544709622859955,0.09566640853881836,9.070391654968262,-1.2413296699523926,-2.4484169483184814
1403637130743319000,0.020502209663391113,0.031966619193553925,0.07987764477729797,8.947383880615234,-1.0282970666885376,-2.497530460357666
1403637130748319000,0.028738312423229218,0.011506345123052597,0.06322762370109558,9.144064903259277,-0.2998368442058563,-2.7610790729522705
1403637130753319000,0.01832781732082367,0.0044741276651620865,0.05487848073244095,9.210123062133789,-0.029414445161819458,-2.794670343399048
1403637130758319000,-0.008072920143604279,-0.00807800330221653,0.04487175866961479,9.21863842010498,-0.037037573754787445,-2.597607374191284
1403637130763319000,-0.035806380212306976,-0.022763846442103386,0.04047497361898422,9.275213241577148,-0.2899312973022461,-2.4410974979400635
1403637130768319000,-0.04273994266986847,-0.015008652582764626,0.037721119821071625,9.714879035949707,-0.5271413922309875,-2.4413111209869385
1403637130773319000,-0.044967636466026306,0.008164728060364723,0.0498594231903553,9.73005199432373,-0.8385257124900818,-2.426144599914551
1403637130778319000,-0.030496925115585327,0.023685911670327187,0.057866308838129044,9.795412063598633,-0.9621060490608215,-2.493445634841919
1403637130783319000,-0.015847600996494293,0.04211887717247009,0.06692028045654297,9.656643867492676,-0.9450613856315613,-2.5012171268463135
1403637130788319000,-0.005416207015514374,0.05333768576383591,0.07149825990200043,9.518272399902344,-0.8149691820144653,-2.4834885597229004
1403637130793319000,-0.008814029395580292,0.055964432656764984,0.07475151121616364,9.315058708190918,-0.6940892934799194,-2.3924918174743652
1403637130798319000,-0.009399831295013428,0.04337141662836075,0.06641761213541031,9.24187183380127,-0.7783257365226746,-2.2043402194976807
1403637130803319000,-0.006996996700763702,0.015497306361794472,0.0562487468123436,9.076292991638184,-1.3118971586227417,-2.033681631088257
1403637130808319000,0.014633916318416595,-0.016142135486006737,0.04668828472495079,9.361730575561523,-1.4020394086837769,-2.075664758682251
1403637130813319000,0.049906112253665924,-0.028107384219765663,0.06333710253238678,9.477994918823242,-0.8999828696250916,-2.262862205505371
