#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1403715273262143000,-0.0020943951023931952,0.017453292519943295,0.07749261878854824,9.087495666666666,0.13075533333333333,-3.693838166666666
1403715273267143000,-0.0013962634015954637,0.019547687622336492,0.07819075048934597,9.079323458333333,0.122583125,-3.693838166666666
1403715273272143000,-0.0020943951023931952,0.016755160819145562,0.0747000919853573,9.038462416666666,0.14709974999999997,-3.6693215416666662
1403715273277143000,-0.0027925268031909274,0.020943951023931952,0.07819075048934597,9.07115125,0.122583125,-3.67749375
1403715273282143000,-0.0020943951023931952,0.020943951023931952,0.07888888219014369,9.079323458333333,0.13075533333333333,-3.702010375
1403715273287143000,0.0,0.021642082724729686,0.07958701389094143,9.054806833333332,0.07354987499999999,-3.693838166666666
1403715273292143000,-0.0013962634015954637,0.023038346126325153,0.07400196028455958,9.095667875,0.13892754166666665,-3.6611493333333334
1403715273297143000,-0.003490658503988659,0.02234021442552742,0.08028514559173915,9.062979041666667,0.07354987499999999,-3.6693215416666662
1403715273302143000,-0.0041887902047863905,0.017453292519943295,0.07609635538695278,9.136528916666666,0.14709974999999997,-3.702010375
1403715273307143000,-0.0013962634015954637,0.01815142422074103,0.07958701389094143,9.054806833333332,0.06537766666666667,-3.6366327083333334
1403715273312143000,-0.0020943951023931952,0.02024581932313422,0.07400196028455958,9.087495666666666,0.13892754166666665,-3.6693215416666662
1403715273317143000,-0.003490658503988659,0.021642082724729686,0.08028514559173915,9.046634625,0.11441091666666667,-3.67749375
1403715273322143000,-0.0027925268031909274,0.020943951023931952,0.07888888219014369,9.079323458333333,0.17161637500000002,-3.751043625
1403715273327143000,-0.0020943951023931952,0.023038346126325153,0.07958701389094143,9.054806833333332,0.11441091666666667,-3.702010375
1403715273332143000,-0.0041887902047863905,0.01884955592153876,0.07609635538695278,9.079323458333333,0.07354987499999999,-3.702010375
1403715273337143000,-0.003490658503988659,0.021642082724729686,0.07958701389094143,9.054806833333332,0.13075533333333333,-3.6693215416666662
1403715273342143000,-0.005585053606381855,0.02234021442552742,0.07819075048934597,9.087495666666666,0.10623870833333333,-3.718354791666666
1403715273347143000,-0.0027925268031909274,0.021642082724729686,0.0767944870877505,9.062979041666667,0.13892754166666665,-3.67749375
1403715273352143000,-0.0020943951023931952,0.016057029118347832,0.0767944870877505,9.038462416666666,0.0980665,-3.7346992083333332
1403715273357143000,-0.003490658503988659,0.01884955592153876,0.0747000919853573,9.062979041666667,0.122583125,-3.742871416666666
1403715273362143000,-0.0027925268031909274,0.019547687622336492,0.08028514559173915,9.038462416666666,0.0980665,-3.7346992083333332
1403715273367143000,-0.0013962634015954637,0.01815142422074103,0.0767944870877505,9.087495666666666,0.13075533333333333,-3.67749375
1403715273372143000,-0.0027925268031909274,0.019547687622336492,0.07819075048934597,9.030290208333332,0.11441091666666667,-3.67749375
1403715273377143000,-0.004886921905584123,0.016755160819145562,0.07120943348136866,9.079323458333333,0.17978858333333333,-3.67749375
1403715273382143000,0.0006981317007977319,0.02024581932313422,0.07749261878854824,9.038462416666666,0.0980665,-3.693838166666666
1403715273387143000,0.0006981317007977319,0.019547687622336492,0.07609635538695278,9.095667875,0.15527195833333335,-3.702010375
1403715273392143000,-0.0013962634015954637,0.023038346126325153,0.08098327729253688,9.07115125,0.11441091666666667,-3.693838166666666
1403715273397143000,-0.003490658503988659,0.02024581932313422,0.08028514559173915,9.095667875,0.11441091666666667,-3.7346992083333332
1403715273402143000,-0.0027925268031909274,0.02234021442552742,0.07958701389094143,9.030290208333332,0.11441091666666667,-3.6856659583333333
1403715273407143000,-0.006495397537946701,0.02302297204732895,0.0760432556271553,9.0984468460083,0.09009623527526855,-3.6905229091644287
1403715273412143000,-0.0032607056200504303,0.023738309741020203,0.07795944809913635,9.090059280395508,0.08219236135482788,-3.7140777111053467
1403715273417143000,-0.005032680928707123,0.022460632026195526,0.0753781720995903,9.09024429321289,0.04197142645716667,-3.7614989280700684
1403715273422143000,-0.005102492868900299,0.022394545376300812,0.07733321934938431,9.050182342529297,0.08202219754457474,-3.71415114402771
1403715273427143000,-0.00333491712808609,0.02373557537794113,0.07739267498254776,9.106657981872559,0.11385594308376312,-3.7378439903259277
1403715273432143000,-0.0011321492493152618,0.021105125546455383,0.0794001966714859,9.065958976745605,0.09053191542625427,-3.690298080444336
1403715273437143000,-0.004987411201000214,0.02175118774175644,0.0766853541135788,9.07410717010498,0.08252501487731934,-3.674586296081543
1403715273442143000,-0.005327165126800537,0.020317886024713516,0.07865617424249649,9.106999397277832,0.1616331785917282,-3.7143261432647705
1403715273447143000,-0.005915936082601547,0.023737818002700806,0.08074731379747391,9.050353050231934,0.10630940645933151,-3.7298595905303955
1403715273452143000,-0.0019099228084087372,0.02112668752670288,0.07937102019786835,9.10663890838623,0.1460925191640854,-3.714210033416748
